name|surname|role_type|linkedin_url|twitter_handle|biography|location|birth_year|education|previous_experience|specialization|reputation_score
Annalisa|Volpe|Co-Founder|https://www.linkedin.com/in/annalisa-volpe-257b98b6/|||||||Co-Founder|
Ruan|Viljoen|R&D Scientist|https://www.linkedin.com/in/rviljoen91/|||||||R&D Scientist|
Vincenzo|Tamborra|Prototyping & Project Manager|https://www.linkedin.com/in/vincenzo-tamborra-phd-b9253870/|||||||Prototyping & Project Manager|
Gianvito|Lucivero|Co-Founder & CEO|https://www.linkedin.com/in/gianvito-lucivero-phd-1619a480/|||||||Co-Founder & CEO|
Domenico|Tulli|Co-Founder & CTO|https://www.linkedin.com/in/dtulli/|||||||Co-Founder & CTO|
Francesco|Sessa|CEO|https://www.linkedin.com/in/francescoasessa/|||||||CEO|
Jacopo|Piana|Founder & CEO|https://www.linkedin.com/in/jacopo-piana-phd/|||||||Founder & CEO|
Gianluca|Tirri|Co-Founder & Managing Director|https://www.linkedin.com/in/gianlucatirri/|||||||Co-Founder & Managing Director|
Stefano|Moi|CTO|https://www.linkedin.com/in/stefano-moi-441a60a/|||||||CTO|
Tommaso|Mariotti|COO & Co-Founder|https://www.linkedin.com/in/tommaso-mariotti-20ba53239/|||||||COO & Co-Founder|
Dariush|Haghighi Tajvar|CEO & Co-Founder|https://www.linkedin.com/in/dariushhaghighitajvar/|||||||CEO & Co-Founder|
Riccardo|Leonardi|Co-Founder & CEO|https://www.linkedin.com/in/riccardo-leonardi-b06962158/|||||||Co-Founder & CEO|
Fabrizio|Custorella|Co-Founder & CFO|https://www.linkedin.com/in/fabrizio-custorella17/|||||||Co-Founder & CFO|
Federico|Fedi|Co-Founder & CTO|https://www.linkedin.com/in/federico-fedi/|||||||Co-Founder & CTO|
Giovanni|Lucifora|Co-Founder|https://www.linkedin.com/in/giovanni-lucifora/|||||||Co-Founder|
